"gwcode","fid","start","end","heg_main_match","rowmin","rowmax","colmin","colmax","filename"
365,103,1958,1959,"italian [org]",1,464,530,1121,"365_1958_1959_italian_[org].tif"
365,103,1960,1967,"estonian, standard [org]",1,464,530,1121,"365_1960_1967_estonian,_standard_[org].tif"
365,103,1960,1967,"russian [org]",1,464,530,1121,"365_1960_1967_russian_[org].tif"
365,103,1960,1967,"german [l5]",1,464,530,1121,"365_1960_1967_german_[l5].tif"
365,103,1960,1967,"azerbaijani [l4]",1,464,530,1121,"365_1960_1967_azerbaijani_[l4].tif"
365,103,1960,1967,"armenian [l2]",1,464,530,1121,"365_1960_1967_armenian_[l2].tif"
365,103,1960,1967,"tatar [org]",1,464,530,1121,"365_1960_1967_tatar_[org].tif"
365,103,1960,1967,"georgian [org]",1,464,530,1121,"365_1960_1967_georgian_[org].tif"
365,103,1960,1967,"avar [l4]",1,464,530,1121,"365_1960_1967_avar_[l4].tif"
365,103,1960,1967,"kumyk [org]",1,464,530,1121,"365_1960_1967_kumyk_[org].tif"
365,103,1960,1967,"lezgi [org]",1,464,530,1121,"365_1960_1967_lezgi_[org].tif"
365,103,1960,1967,"rutul [org]",1,464,530,1121,"365_1960_1967_rutul_[org].tif"
365,103,1960,1967,"talysh [org]",1,464,530,1121,"365_1960_1967_talysh_[org].tif"
365,103,1960,1967,"tat [l6]",1,464,530,1121,"365_1960_1967_tat_[l6].tif"
365,103,1960,1967,"aghul [org]",1,464,530,1121,"365_1960_1967_aghul_[org].tif"
365,103,1960,1967,"kurdish [l6]",1,464,530,1121,"365_1960_1967_kurdish_[l6].tif"
365,103,1960,1967,"andi [org]",1,464,530,1121,"365_1960_1967_andi_[org].tif"
365,103,1960,1967,"khinalugh [org]",1,464,530,1121,"365_1960_1967_khinalugh_[org].tif"
365,103,1960,1967,"kryts [org]",1,464,530,1121,"365_1960_1967_kryts_[org].tif"
365,103,1960,1967,"tsakhur [org]",1,464,530,1121,"365_1960_1967_tsakhur_[org].tif"
365,103,1960,1967,"lezgic [l3]",1,464,530,1121,"365_1960_1967_lezgic_[l3].tif"
365,103,1960,1967,"turkish [org]",1,464,530,1121,"365_1960_1967_turkish_[org].tif"
365,103,1960,1967,"osetin [org]",1,464,530,1121,"365_1960_1967_osetin_[org].tif"
365,103,1960,1967,"ukrainian [org]",1,464,530,1121,"365_1960_1967_ukrainian_[org].tif"
365,103,1960,1967,"lak [org]",1,464,530,1121,"365_1960_1967_lak_[org].tif"
365,103,1960,1967,"tabassaran [org]",1,464,530,1121,"365_1960_1967_tabassaran_[org].tif"
365,103,1960,1967,"dido [org]",1,464,530,1121,"365_1960_1967_dido_[org].tif"
365,103,1960,1967,"farsi, western [org]",1,464,530,1121,"365_1960_1967_farsi,_western_[org].tif"
365,103,1960,1967,"kalmyk-oirat [org]",1,464,530,1121,"365_1960_1967_kalmyk-oirat_[org].tif"
365,103,1960,1967,"greek [l2]",1,464,530,1121,"365_1960_1967_greek_[l2].tif"
365,103,1960,1967,"aramaic [l4]",1,464,530,1121,"365_1960_1967_aramaic_[l4].tif"
365,103,1960,1967,"moldovan [org]",1,464,530,1121,"365_1960_1967_moldovan_[org].tif"
365,103,1960,1967,"turkmen [org]",1,464,530,1121,"365_1960_1967_turkmen_[org].tif"
365,103,1960,1967,"belarusan [org]",1,464,530,1121,"365_1960_1967_belarusan_[org].tif"
365,103,1960,1967,"abkhaz [org]",1,464,530,1121,"365_1960_1967_abkhaz_[org].tif"
365,103,1960,1967,"balkar [dial]",1,464,530,1121,"365_1960_1967_balkar_[dial].tif"
365,103,1960,1967,"chechen [org]",1,464,530,1121,"365_1960_1967_chechen_[org].tif"
365,103,1960,1967,"ingush [org]",1,464,530,1121,"365_1960_1967_ingush_[org].tif"
365,103,1960,1967,"karachay [dial]",1,464,530,1121,"365_1960_1967_karachay_[dial].tif"
365,103,1960,1967,"bats [org]",1,464,530,1121,"365_1960_1967_bats_[org].tif"
365,103,1960,1967,"bulgarian [org]",1,464,530,1121,"365_1960_1967_bulgarian_[org].tif"
365,103,1960,1967,"kabardian [org]",1,464,530,1121,"365_1960_1967_kabardian_[org].tif"
365,103,1960,1967,"laz [org]",1,464,530,1121,"365_1960_1967_laz_[org].tif"
365,103,1960,1967,"mingrelian [org]",1,464,530,1121,"365_1960_1967_mingrelian_[org].tif"
365,103,1960,1967,"svan [l2]",1,464,530,1121,"365_1960_1967_svan_[l2].tif"
365,103,1960,1967,"bezhta [org]",1,464,530,1121,"365_1960_1967_bezhta_[org].tif"
365,103,1960,1967,"adyghe [org]",1,464,530,1121,"365_1960_1967_adyghe_[org].tif"
365,103,1960,1967,"romanian [org]",1,464,530,1121,"365_1960_1967_romanian_[org].tif"
365,103,1960,1967,"albanian [l2]",1,464,530,1121,"365_1960_1967_albanian_[l2].tif"
365,103,1960,1967,"gagauz [org]",1,464,530,1121,"365_1960_1967_gagauz_[org].tif"
365,103,1960,1967,"hungarian [org]",1,464,530,1121,"365_1960_1967_hungarian_[org].tif"
365,103,1960,1967,"polish [org]",1,464,530,1121,"365_1960_1967_polish_[org].tif"
365,103,1960,1967,"rusyn [org]",1,464,530,1121,"365_1960_1967_rusyn_[org].tif"
365,103,1960,1967,"romani [l5]",1,464,530,1121,"365_1960_1967_romani_[l5].tif"
365,103,1960,1967,"dargwa [org]",1,464,530,1121,"365_1960_1967_dargwa_[org].tif"
365,103,1960,1967,"slovak [org]",1,464,530,1121,"365_1960_1967_slovak_[org].tif"
365,103,1960,1967,"kazakh [org]",1,464,530,1121,"365_1960_1967_kazakh_[org].tif"
365,103,1960,1967,"bashkort [org]",1,464,530,1121,"365_1960_1967_bashkort_[org].tif"
365,103,1960,1967,"chuvash [org]",1,464,530,1121,"365_1960_1967_chuvash_[org].tif"
365,103,1960,1967,"finnish [org]",1,464,530,1121,"365_1960_1967_finnish_[org].tif"
365,103,1960,1967,"karelian [org]",1,464,530,1121,"365_1960_1967_karelian_[org].tif"
365,103,1960,1967,"mansi [org]",1,464,530,1121,"365_1960_1967_mansi_[org].tif"
365,103,1960,1967,"mari [l2]",1,464,530,1121,"365_1960_1967_mari_[l2].tif"
365,103,1960,1967,"mordvin [l2]",1,464,530,1121,"365_1960_1967_mordvin_[l2].tif"
365,103,1960,1967,"nogai [org]",1,464,530,1121,"365_1960_1967_nogai_[org].tif"
365,103,1960,1967,"sami [l2]",1,464,530,1121,"365_1960_1967_sami_[l2].tif"
365,103,1960,1967,"samoyed [l2]",1,464,530,1121,"365_1960_1967_samoyed_[l2].tif"
365,103,1960,1967,"udmurt [org]",1,464,530,1121,"365_1960_1967_udmurt_[org].tif"
365,103,1960,1967,"komi-zyrian [org]",1,464,530,1121,"365_1960_1967_komi-zyrian_[org].tif"
365,103,1960,1967,"latvian, standard [org]",1,464,530,1121,"365_1960_1967_latvian,_standard_[org].tif"
365,103,1960,1967,"archi [org]",1,464,530,1121,"365_1960_1967_archi_[org].tif"
365,103,1960,1967,"czech [org]",1,464,530,1121,"365_1960_1967_czech_[org].tif"
365,103,1960,1967,"abaza [org]",1,464,530,1121,"365_1960_1967_abaza_[org].tif"
365,103,1960,1967,"ingrian [org]",1,464,530,1121,"365_1960_1967_ingrian_[org].tif"
365,103,1960,1967,"komi-permyak [org]",1,464,530,1121,"365_1960_1967_komi-permyak_[org].tif"
365,103,1960,1967,"veps [org]",1,464,530,1121,"365_1960_1967_veps_[org].tif"
365,103,1960,1967,"lithuanian [org]",1,464,530,1121,"365_1960_1967_lithuanian_[org].tif"
365,103,1960,1967,"norwegian [org]",1,464,530,1121,"365_1960_1967_norwegian_[org].tif"
365,103,1960,1967,"vod [org]",1,464,530,1121,"365_1960_1967_vod_[org].tif"
365,103,1960,1967,"khvarshi [org]",1,464,530,1121,"365_1960_1967_khvarshi_[org].tif"
365,103,1960,1967,"liv [org]",1,464,530,1121,"365_1960_1967_liv_[org].tif"
365,103,1960,1967,"swedish [org]",1,464,530,1121,"365_1960_1967_swedish_[org].tif"
365,103,1960,1967,"italian [org]",1,464,530,1121,"365_1960_1967_italian_[org].tif"
365,103,1968,1970,"estonian, standard [org]",1,464,530,1121,"365_1968_1970_estonian,_standard_[org].tif"
365,103,1968,1970,"russian [org]",1,464,530,1121,"365_1968_1970_russian_[org].tif"
365,103,1968,1970,"german [l5]",1,464,530,1121,"365_1968_1970_german_[l5].tif"
365,103,1968,1970,"azerbaijani [l4]",1,464,530,1121,"365_1968_1970_azerbaijani_[l4].tif"
365,103,1968,1970,"armenian [l2]",1,464,530,1121,"365_1968_1970_armenian_[l2].tif"
365,103,1968,1970,"tatar [org]",1,464,530,1121,"365_1968_1970_tatar_[org].tif"
365,103,1968,1970,"georgian [org]",1,464,530,1121,"365_1968_1970_georgian_[org].tif"
365,103,1968,1970,"avar [l4]",1,464,530,1121,"365_1968_1970_avar_[l4].tif"
365,103,1968,1970,"kumyk [org]",1,464,530,1121,"365_1968_1970_kumyk_[org].tif"
365,103,1968,1970,"lezgi [org]",1,464,530,1121,"365_1968_1970_lezgi_[org].tif"
365,103,1968,1970,"rutul [org]",1,464,530,1121,"365_1968_1970_rutul_[org].tif"
365,103,1968,1970,"talysh [org]",1,464,530,1121,"365_1968_1970_talysh_[org].tif"
365,103,1968,1970,"tat [l6]",1,464,530,1121,"365_1968_1970_tat_[l6].tif"
365,103,1968,1970,"aghul [org]",1,464,530,1121,"365_1968_1970_aghul_[org].tif"
365,103,1968,1970,"kurdish [l6]",1,464,530,1121,"365_1968_1970_kurdish_[l6].tif"
365,103,1968,1970,"andi [org]",1,464,530,1121,"365_1968_1970_andi_[org].tif"
365,103,1968,1970,"khinalugh [org]",1,464,530,1121,"365_1968_1970_khinalugh_[org].tif"
365,103,1968,1970,"kryts [org]",1,464,530,1121,"365_1968_1970_kryts_[org].tif"
365,103,1968,1970,"tsakhur [org]",1,464,530,1121,"365_1968_1970_tsakhur_[org].tif"
365,103,1968,1970,"lezgic [l3]",1,464,530,1121,"365_1968_1970_lezgic_[l3].tif"
365,103,1968,1970,"turkish [org]",1,464,530,1121,"365_1968_1970_turkish_[org].tif"
365,103,1968,1970,"osetin [org]",1,464,530,1121,"365_1968_1970_osetin_[org].tif"
365,103,1968,1970,"ukrainian [org]",1,464,530,1121,"365_1968_1970_ukrainian_[org].tif"
365,103,1968,1970,"lak [org]",1,464,530,1121,"365_1968_1970_lak_[org].tif"
365,103,1968,1970,"tabassaran [org]",1,464,530,1121,"365_1968_1970_tabassaran_[org].tif"
365,103,1968,1970,"dido [org]",1,464,530,1121,"365_1968_1970_dido_[org].tif"
365,103,1968,1970,"farsi, western [org]",1,464,530,1121,"365_1968_1970_farsi,_western_[org].tif"
365,103,1968,1970,"kalmyk-oirat [org]",1,464,530,1121,"365_1968_1970_kalmyk-oirat_[org].tif"
365,103,1968,1970,"greek [l2]",1,464,530,1121,"365_1968_1970_greek_[l2].tif"
365,103,1968,1970,"aramaic [l4]",1,464,530,1121,"365_1968_1970_aramaic_[l4].tif"
365,103,1968,1970,"moldovan [org]",1,464,530,1121,"365_1968_1970_moldovan_[org].tif"
365,103,1968,1970,"turkmen [org]",1,464,530,1121,"365_1968_1970_turkmen_[org].tif"
365,103,1968,1970,"belarusan [org]",1,464,530,1121,"365_1968_1970_belarusan_[org].tif"
365,103,1968,1970,"abkhaz [org]",1,464,530,1121,"365_1968_1970_abkhaz_[org].tif"
365,103,1968,1970,"balkar [dial]",1,464,530,1121,"365_1968_1970_balkar_[dial].tif"
365,103,1968,1970,"chechen [org]",1,464,530,1121,"365_1968_1970_chechen_[org].tif"
365,103,1968,1970,"ingush [org]",1,464,530,1121,"365_1968_1970_ingush_[org].tif"
365,103,1968,1970,"karachay [dial]",1,464,530,1121,"365_1968_1970_karachay_[dial].tif"
365,103,1968,1970,"bats [org]",1,464,530,1121,"365_1968_1970_bats_[org].tif"
365,103,1968,1970,"bulgarian [org]",1,464,530,1121,"365_1968_1970_bulgarian_[org].tif"
365,103,1968,1970,"kabardian [org]",1,464,530,1121,"365_1968_1970_kabardian_[org].tif"
365,103,1968,1970,"laz [org]",1,464,530,1121,"365_1968_1970_laz_[org].tif"
365,103,1968,1970,"mingrelian [org]",1,464,530,1121,"365_1968_1970_mingrelian_[org].tif"
365,103,1968,1970,"svan [l2]",1,464,530,1121,"365_1968_1970_svan_[l2].tif"
365,103,1968,1970,"bezhta [org]",1,464,530,1121,"365_1968_1970_bezhta_[org].tif"
365,103,1968,1970,"adyghe [org]",1,464,530,1121,"365_1968_1970_adyghe_[org].tif"
365,103,1968,1970,"romanian [org]",1,464,530,1121,"365_1968_1970_romanian_[org].tif"
365,103,1968,1970,"albanian [l2]",1,464,530,1121,"365_1968_1970_albanian_[l2].tif"
365,103,1968,1970,"gagauz [org]",1,464,530,1121,"365_1968_1970_gagauz_[org].tif"
365,103,1968,1970,"hungarian [org]",1,464,530,1121,"365_1968_1970_hungarian_[org].tif"
365,103,1968,1970,"polish [org]",1,464,530,1121,"365_1968_1970_polish_[org].tif"
365,103,1968,1970,"rusyn [org]",1,464,530,1121,"365_1968_1970_rusyn_[org].tif"
365,103,1968,1970,"romani [l5]",1,464,530,1121,"365_1968_1970_romani_[l5].tif"
365,103,1968,1970,"dargwa [org]",1,464,530,1121,"365_1968_1970_dargwa_[org].tif"
365,103,1968,1970,"slovak [org]",1,464,530,1121,"365_1968_1970_slovak_[org].tif"
365,103,1968,1970,"kazakh [org]",1,464,530,1121,"365_1968_1970_kazakh_[org].tif"
365,103,1968,1970,"bashkort [org]",1,464,530,1121,"365_1968_1970_bashkort_[org].tif"
365,103,1968,1970,"chuvash [org]",1,464,530,1121,"365_1968_1970_chuvash_[org].tif"
365,103,1968,1970,"finnish [org]",1,464,530,1121,"365_1968_1970_finnish_[org].tif"
365,103,1968,1970,"karelian [org]",1,464,530,1121,"365_1968_1970_karelian_[org].tif"
365,103,1968,1970,"mansi [org]",1,464,530,1121,"365_1968_1970_mansi_[org].tif"
365,103,1968,1970,"mari [l2]",1,464,530,1121,"365_1968_1970_mari_[l2].tif"
365,103,1968,1970,"mordvin [l2]",1,464,530,1121,"365_1968_1970_mordvin_[l2].tif"
365,103,1968,1970,"nogai [org]",1,464,530,1121,"365_1968_1970_nogai_[org].tif"
365,103,1968,1970,"sami [l2]",1,464,530,1121,"365_1968_1970_sami_[l2].tif"
365,103,1968,1970,"samoyed [l2]",1,464,530,1121,"365_1968_1970_samoyed_[l2].tif"
365,103,1968,1970,"udmurt [org]",1,464,530,1121,"365_1968_1970_udmurt_[org].tif"
365,103,1968,1970,"komi-zyrian [org]",1,464,530,1121,"365_1968_1970_komi-zyrian_[org].tif"
365,103,1968,1970,"latvian, standard [org]",1,464,530,1121,"365_1968_1970_latvian,_standard_[org].tif"
365,103,1968,1970,"archi [org]",1,464,530,1121,"365_1968_1970_archi_[org].tif"
365,103,1968,1970,"czech [org]",1,464,530,1121,"365_1968_1970_czech_[org].tif"
365,103,1968,1970,"abaza [org]",1,464,530,1121,"365_1968_1970_abaza_[org].tif"
365,103,1968,1970,"ingrian [org]",1,464,530,1121,"365_1968_1970_ingrian_[org].tif"
365,103,1968,1970,"komi-permyak [org]",1,464,530,1121,"365_1968_1970_komi-permyak_[org].tif"
365,103,1968,1970,"veps [org]",1,464,530,1121,"365_1968_1970_veps_[org].tif"
365,103,1968,1970,"lithuanian [org]",1,464,530,1121,"365_1968_1970_lithuanian_[org].tif"
365,103,1968,1970,"norwegian [org]",1,464,530,1121,"365_1968_1970_norwegian_[org].tif"
365,103,1968,1970,"vod [org]",1,464,530,1121,"365_1968_1970_vod_[org].tif"
365,103,1968,1970,"khvarshi [org]",1,464,530,1121,"365_1968_1970_khvarshi_[org].tif"
365,103,1968,1970,"liv [org]",1,464,530,1121,"365_1968_1970_liv_[org].tif"
365,103,1968,1970,"swedish [org]",1,464,530,1121,"365_1968_1970_swedish_[org].tif"
365,103,1968,1970,"italian [org]",1,464,530,1121,"365_1968_1970_italian_[org].tif"
365,103,1971,1975,"estonian, standard [org]",1,464,530,1121,"365_1971_1975_estonian,_standard_[org].tif"
365,103,1971,1975,"russian [org]",1,464,530,1121,"365_1971_1975_russian_[org].tif"
365,103,1971,1975,"german [l5]",1,464,530,1121,"365_1971_1975_german_[l5].tif"
365,103,1971,1975,"azerbaijani [l4]",1,464,530,1121,"365_1971_1975_azerbaijani_[l4].tif"
365,103,1971,1975,"armenian [l2]",1,464,530,1121,"365_1971_1975_armenian_[l2].tif"
365,103,1971,1975,"tatar [org]",1,464,530,1121,"365_1971_1975_tatar_[org].tif"
365,103,1971,1975,"georgian [org]",1,464,530,1121,"365_1971_1975_georgian_[org].tif"
365,103,1971,1975,"avar [l4]",1,464,530,1121,"365_1971_1975_avar_[l4].tif"
365,103,1971,1975,"kumyk [org]",1,464,530,1121,"365_1971_1975_kumyk_[org].tif"
365,103,1971,1975,"lezgi [org]",1,464,530,1121,"365_1971_1975_lezgi_[org].tif"
365,103,1971,1975,"rutul [org]",1,464,530,1121,"365_1971_1975_rutul_[org].tif"
365,103,1971,1975,"talysh [org]",1,464,530,1121,"365_1971_1975_talysh_[org].tif"
365,103,1971,1975,"tat [l6]",1,464,530,1121,"365_1971_1975_tat_[l6].tif"
365,103,1971,1975,"aghul [org]",1,464,530,1121,"365_1971_1975_aghul_[org].tif"
365,103,1971,1975,"kurdish [l6]",1,464,530,1121,"365_1971_1975_kurdish_[l6].tif"
365,103,1971,1975,"andi [org]",1,464,530,1121,"365_1971_1975_andi_[org].tif"
365,103,1971,1975,"khinalugh [org]",1,464,530,1121,"365_1971_1975_khinalugh_[org].tif"
365,103,1971,1975,"kryts [org]",1,464,530,1121,"365_1971_1975_kryts_[org].tif"
365,103,1971,1975,"tsakhur [org]",1,464,530,1121,"365_1971_1975_tsakhur_[org].tif"
365,103,1971,1975,"lezgic [l3]",1,464,530,1121,"365_1971_1975_lezgic_[l3].tif"
365,103,1971,1975,"turkish [org]",1,464,530,1121,"365_1971_1975_turkish_[org].tif"
365,103,1971,1975,"osetin [org]",1,464,530,1121,"365_1971_1975_osetin_[org].tif"
365,103,1971,1975,"ukrainian [org]",1,464,530,1121,"365_1971_1975_ukrainian_[org].tif"
365,103,1971,1975,"lak [org]",1,464,530,1121,"365_1971_1975_lak_[org].tif"
365,103,1971,1975,"tabassaran [org]",1,464,530,1121,"365_1971_1975_tabassaran_[org].tif"
365,103,1971,1975,"dido [org]",1,464,530,1121,"365_1971_1975_dido_[org].tif"
365,103,1971,1975,"farsi, western [org]",1,464,530,1121,"365_1971_1975_farsi,_western_[org].tif"
365,103,1971,1975,"kalmyk-oirat [org]",1,464,530,1121,"365_1971_1975_kalmyk-oirat_[org].tif"
365,103,1971,1975,"greek [l2]",1,464,530,1121,"365_1971_1975_greek_[l2].tif"
365,103,1971,1975,"aramaic [l4]",1,464,530,1121,"365_1971_1975_aramaic_[l4].tif"
365,103,1971,1975,"moldovan [org]",1,464,530,1121,"365_1971_1975_moldovan_[org].tif"
365,103,1971,1975,"turkmen [org]",1,464,530,1121,"365_1971_1975_turkmen_[org].tif"
365,103,1971,1975,"belarusan [org]",1,464,530,1121,"365_1971_1975_belarusan_[org].tif"
365,103,1971,1975,"abkhaz [org]",1,464,530,1121,"365_1971_1975_abkhaz_[org].tif"
365,103,1971,1975,"balkar [dial]",1,464,530,1121,"365_1971_1975_balkar_[dial].tif"
365,103,1971,1975,"chechen [org]",1,464,530,1121,"365_1971_1975_chechen_[org].tif"
365,103,1971,1975,"ingush [org]",1,464,530,1121,"365_1971_1975_ingush_[org].tif"
365,103,1971,1975,"karachay [dial]",1,464,530,1121,"365_1971_1975_karachay_[dial].tif"
365,103,1971,1975,"bats [org]",1,464,530,1121,"365_1971_1975_bats_[org].tif"
365,103,1971,1975,"bulgarian [org]",1,464,530,1121,"365_1971_1975_bulgarian_[org].tif"
365,103,1971,1975,"kabardian [org]",1,464,530,1121,"365_1971_1975_kabardian_[org].tif"
365,103,1971,1975,"laz [org]",1,464,530,1121,"365_1971_1975_laz_[org].tif"
365,103,1971,1975,"mingrelian [org]",1,464,530,1121,"365_1971_1975_mingrelian_[org].tif"
365,103,1971,1975,"svan [l2]",1,464,530,1121,"365_1971_1975_svan_[l2].tif"
365,103,1971,1975,"bezhta [org]",1,464,530,1121,"365_1971_1975_bezhta_[org].tif"
365,103,1971,1975,"adyghe [org]",1,464,530,1121,"365_1971_1975_adyghe_[org].tif"
365,103,1971,1975,"romanian [org]",1,464,530,1121,"365_1971_1975_romanian_[org].tif"
365,103,1971,1975,"albanian [l2]",1,464,530,1121,"365_1971_1975_albanian_[l2].tif"
365,103,1971,1975,"gagauz [org]",1,464,530,1121,"365_1971_1975_gagauz_[org].tif"
365,103,1971,1975,"hungarian [org]",1,464,530,1121,"365_1971_1975_hungarian_[org].tif"
365,103,1971,1975,"polish [org]",1,464,530,1121,"365_1971_1975_polish_[org].tif"
365,103,1971,1975,"rusyn [org]",1,464,530,1121,"365_1971_1975_rusyn_[org].tif"
365,103,1971,1975,"romani [l5]",1,464,530,1121,"365_1971_1975_romani_[l5].tif"
365,103,1971,1975,"dargwa [org]",1,464,530,1121,"365_1971_1975_dargwa_[org].tif"
365,103,1971,1975,"slovak [org]",1,464,530,1121,"365_1971_1975_slovak_[org].tif"
365,103,1971,1975,"kazakh [org]",1,464,530,1121,"365_1971_1975_kazakh_[org].tif"
365,103,1971,1975,"bashkort [org]",1,464,530,1121,"365_1971_1975_bashkort_[org].tif"
365,103,1971,1975,"chuvash [org]",1,464,530,1121,"365_1971_1975_chuvash_[org].tif"
365,103,1971,1975,"finnish [org]",1,464,530,1121,"365_1971_1975_finnish_[org].tif"
365,103,1971,1975,"karelian [org]",1,464,530,1121,"365_1971_1975_karelian_[org].tif"
365,103,1971,1975,"mansi [org]",1,464,530,1121,"365_1971_1975_mansi_[org].tif"
365,103,1971,1975,"mari [l2]",1,464,530,1121,"365_1971_1975_mari_[l2].tif"
365,103,1971,1975,"mordvin [l2]",1,464,530,1121,"365_1971_1975_mordvin_[l2].tif"
365,103,1971,1975,"nogai [org]",1,464,530,1121,"365_1971_1975_nogai_[org].tif"
365,103,1971,1975,"sami [l2]",1,464,530,1121,"365_1971_1975_sami_[l2].tif"
365,103,1971,1975,"samoyed [l2]",1,464,530,1121,"365_1971_1975_samoyed_[l2].tif"
365,103,1971,1975,"udmurt [org]",1,464,530,1121,"365_1971_1975_udmurt_[org].tif"
365,103,1971,1975,"komi-zyrian [org]",1,464,530,1121,"365_1971_1975_komi-zyrian_[org].tif"
365,103,1971,1975,"latvian, standard [org]",1,464,530,1121,"365_1971_1975_latvian,_standard_[org].tif"
365,103,1971,1975,"archi [org]",1,464,530,1121,"365_1971_1975_archi_[org].tif"
365,103,1971,1975,"czech [org]",1,464,530,1121,"365_1971_1975_czech_[org].tif"
365,103,1971,1975,"abaza [org]",1,464,530,1121,"365_1971_1975_abaza_[org].tif"
365,103,1971,1975,"ingrian [org]",1,464,530,1121,"365_1971_1975_ingrian_[org].tif"
365,103,1971,1975,"komi-permyak [org]",1,464,530,1121,"365_1971_1975_komi-permyak_[org].tif"
365,103,1971,1975,"veps [org]",1,464,530,1121,"365_1971_1975_veps_[org].tif"
365,103,1971,1975,"lithuanian [org]",1,464,530,1121,"365_1971_1975_lithuanian_[org].tif"
365,103,1971,1975,"norwegian [org]",1,464,530,1121,"365_1971_1975_norwegian_[org].tif"
365,103,1971,1975,"vod [org]",1,464,530,1121,"365_1971_1975_vod_[org].tif"
365,103,1971,1975,"khvarshi [org]",1,464,530,1121,"365_1971_1975_khvarshi_[org].tif"
365,103,1971,1975,"liv [org]",1,464,530,1121,"365_1971_1975_liv_[org].tif"
365,103,1971,1975,"swedish [org]",1,464,530,1121,"365_1971_1975_swedish_[org].tif"
365,103,1971,1975,"italian [org]",1,464,530,1121,"365_1971_1975_italian_[org].tif"
365,103,1976,1991,"estonian, standard [org]",1,464,530,1121,"365_1976_1991_estonian,_standard_[org].tif"
365,103,1976,1991,"russian [org]",1,464,530,1121,"365_1976_1991_russian_[org].tif"
365,103,1976,1991,"german [l5]",1,464,530,1121,"365_1976_1991_german_[l5].tif"
365,103,1976,1991,"azerbaijani [l4]",1,464,530,1121,"365_1976_1991_azerbaijani_[l4].tif"
365,103,1976,1991,"armenian [l2]",1,464,530,1121,"365_1976_1991_armenian_[l2].tif"
365,103,1976,1991,"tatar [org]",1,464,530,1121,"365_1976_1991_tatar_[org].tif"
365,103,1976,1991,"georgian [org]",1,464,530,1121,"365_1976_1991_georgian_[org].tif"
365,103,1976,1991,"avar [l4]",1,464,530,1121,"365_1976_1991_avar_[l4].tif"
365,103,1976,1991,"kumyk [org]",1,464,530,1121,"365_1976_1991_kumyk_[org].tif"
365,103,1976,1991,"lezgi [org]",1,464,530,1121,"365_1976_1991_lezgi_[org].tif"
365,103,1976,1991,"rutul [org]",1,464,530,1121,"365_1976_1991_rutul_[org].tif"
365,103,1976,1991,"talysh [org]",1,464,530,1121,"365_1976_1991_talysh_[org].tif"
365,103,1976,1991,"tat [l6]",1,464,530,1121,"365_1976_1991_tat_[l6].tif"
365,103,1976,1991,"aghul [org]",1,464,530,1121,"365_1976_1991_aghul_[org].tif"
365,103,1976,1991,"kurdish [l6]",1,464,530,1121,"365_1976_1991_kurdish_[l6].tif"
365,103,1976,1991,"andi [org]",1,464,530,1121,"365_1976_1991_andi_[org].tif"
365,103,1976,1991,"khinalugh [org]",1,464,530,1121,"365_1976_1991_khinalugh_[org].tif"
365,103,1976,1991,"kryts [org]",1,464,530,1121,"365_1976_1991_kryts_[org].tif"
365,103,1976,1991,"tsakhur [org]",1,464,530,1121,"365_1976_1991_tsakhur_[org].tif"
365,103,1976,1991,"lezgic [l3]",1,464,530,1121,"365_1976_1991_lezgic_[l3].tif"
365,103,1976,1991,"turkish [org]",1,464,530,1121,"365_1976_1991_turkish_[org].tif"
365,103,1976,1991,"osetin [org]",1,464,530,1121,"365_1976_1991_osetin_[org].tif"
365,103,1976,1991,"ukrainian [org]",1,464,530,1121,"365_1976_1991_ukrainian_[org].tif"
365,103,1976,1991,"lak [org]",1,464,530,1121,"365_1976_1991_lak_[org].tif"
365,103,1976,1991,"tabassaran [org]",1,464,530,1121,"365_1976_1991_tabassaran_[org].tif"
365,103,1976,1991,"dido [org]",1,464,530,1121,"365_1976_1991_dido_[org].tif"
365,103,1976,1991,"farsi, western [org]",1,464,530,1121,"365_1976_1991_farsi,_western_[org].tif"
365,103,1976,1991,"kalmyk-oirat [org]",1,464,530,1121,"365_1976_1991_kalmyk-oirat_[org].tif"
365,103,1976,1991,"greek [l2]",1,464,530,1121,"365_1976_1991_greek_[l2].tif"
365,103,1976,1991,"aramaic [l4]",1,464,530,1121,"365_1976_1991_aramaic_[l4].tif"
365,103,1976,1991,"moldovan [org]",1,464,530,1121,"365_1976_1991_moldovan_[org].tif"
365,103,1976,1991,"turkmen [org]",1,464,530,1121,"365_1976_1991_turkmen_[org].tif"
365,103,1976,1991,"belarusan [org]",1,464,530,1121,"365_1976_1991_belarusan_[org].tif"
365,103,1976,1991,"abkhaz [org]",1,464,530,1121,"365_1976_1991_abkhaz_[org].tif"
365,103,1976,1991,"balkar [dial]",1,464,530,1121,"365_1976_1991_balkar_[dial].tif"
365,103,1976,1991,"chechen [org]",1,464,530,1121,"365_1976_1991_chechen_[org].tif"
365,103,1976,1991,"ingush [org]",1,464,530,1121,"365_1976_1991_ingush_[org].tif"
365,103,1976,1991,"karachay [dial]",1,464,530,1121,"365_1976_1991_karachay_[dial].tif"
365,103,1976,1991,"bats [org]",1,464,530,1121,"365_1976_1991_bats_[org].tif"
365,103,1976,1991,"bulgarian [org]",1,464,530,1121,"365_1976_1991_bulgarian_[org].tif"
