"gwcode","fid","start","end","heg_main_match","rowmin","rowmax","colmin","colmax","filename"
346,68,2000,2020,"croatian [org]",381,414,483,530,"346_2000_2020_croatian_[org].tif"
346,68,2000,2020,"turkish [org]",381,414,483,530,"346_2000_2020_turkish_[org].tif"
346,68,2000,2020,"romani [l5]",381,414,483,530,"346_2000_2020_romani_[l5].tif"
3461,217,1855,1908,"serbian [org]",381,406,483,530,"3461_1855_1908_serbian_[org].tif"
3461,217,1855,1908,"turkish [org]",381,406,483,530,"3461_1855_1908_turkish_[org].tif"
3461,217,1855,1908,"bosnian [org]",381,406,483,530,"3461_1855_1908_bosnian_[org].tif"
3461,217,1855,1908,"croatian [org]",381,406,483,530,"3461_1855_1908_croatian_[org].tif"
3461,217,1855,1908,"german [l5]",381,406,483,530,"3461_1855_1908_german_[l5].tif"
3462,218,1855,1908,"serbian [org]",398,414,500,519,"3462_1855_1908_serbian_[org].tif"
3462,218,1855,1908,"bosnian [org]",398,414,500,519,"3462_1855_1908_bosnian_[org].tif"
3462,218,1855,1908,"croatian [org]",398,414,500,519,"3462_1855_1908_croatian_[org].tif"
3462,218,1855,1908,"albanian [l2]",398,414,500,519,"3462_1855_1908_albanian_[l2].tif"
3462,218,1855,1908,"italian [org]",398,414,500,519,"3462_1855_1908_italian_[org].tif"
3462,218,1855,1908,"turkish [org]",398,414,500,519,"3462_1855_1908_turkish_[org].tif"
347,69,2009,2020,"albanian [l2]",405,422,535,556,"347_2009_2020_albanian_[l2].tif"
347,69,2009,2020,"serbian [org]",405,422,535,556,"347_2009_2020_serbian_[org].tif"
347,69,2009,2020,"bulgarian [org]",405,422,535,556,"347_2009_2020_bulgarian_[org].tif"
347,69,2009,2020,"turkish [org]",405,422,535,556,"347_2009_2020_turkish_[org].tif"
347,69,2009,2020,"macedonian [org]",405,422,535,556,"347_2009_2020_macedonian_[org].tif"
349,70,1993,2020,"german [l5]",362,379,455,494,"349_1993_2020_german_[l5].tif"
349,70,1993,2020,"slovene [org]",362,379,455,494,"349_1993_2020_slovene_[org].tif"
349,70,1993,2020,"friulian [org]",362,379,455,494,"349_1993_2020_friulian_[org].tif"
349,70,1993,2020,"italian [org]",362,379,455,494,"349_1993_2020_italian_[org].tif"
349,70,1993,2020,"hungarian [org]",362,379,455,494,"349_1993_2020_hungarian_[org].tif"
349,70,1993,2020,"croatian [org]",362,379,455,494,"349_1993_2020_croatian_[org].tif"
350,71,1855,1913,"greek [l2]",445,491,530,602,"350_1855_1913_greek_[l2].tif"
350,71,1855,1913,"albanian [l2]",445,491,530,602,"350_1855_1913_albanian_[l2].tif"
350,71,1855,1913,"aromanian [org]",445,491,530,602,"350_1855_1913_aromanian_[org].tif"
350,71,1855,1913,"turkish [org]",445,491,530,602,"350_1855_1913_turkish_[org].tif"
350,72,1914,1918,"greek [l2]",426,505,530,633,"350_1914_1918_greek_[l2].tif"
350,72,1914,1918,"turkish [org]",426,505,530,633,"350_1914_1918_turkish_[org].tif"
350,72,1914,1918,"bulgarian [org]",426,505,530,633,"350_1914_1918_bulgarian_[org].tif"
350,72,1914,1918,"albanian [l2]",426,505,530,633,"350_1914_1918_albanian_[l2].tif"
350,72,1914,1918,"aromanian [org]",426,505,530,633,"350_1914_1918_aromanian_[org].tif"
350,72,1914,1918,"macedonian [org]",426,505,530,633,"350_1914_1918_macedonian_[org].tif"
350,72,1914,1918,"romani [l5]",426,505,530,633,"350_1914_1918_romani_[l5].tif"
350,72,1914,1918,"serbian [org]",426,505,530,633,"350_1914_1918_serbian_[org].tif"
350,72,1914,1918,"tatar [org]",426,505,530,633,"350_1914_1918_tatar_[org].tif"
350,72,1919,1919,"greek [l2]",426,505,530,633,"350_1919_1919_greek_[l2].tif"
350,72,1919,1919,"turkish [org]",426,505,530,633,"350_1919_1919_turkish_[org].tif"
350,72,1919,1919,"bulgarian [org]",426,505,530,633,"350_1919_1919_bulgarian_[org].tif"
350,72,1919,1919,"albanian [l2]",426,505,530,633,"350_1919_1919_albanian_[l2].tif"
350,72,1919,1919,"aromanian [org]",426,505,530,633,"350_1919_1919_aromanian_[org].tif"
350,72,1919,1919,"macedonian [org]",426,505,530,633,"350_1919_1919_macedonian_[org].tif"
350,72,1919,1919,"romani [l5]",426,505,530,633,"350_1919_1919_romani_[l5].tif"
350,72,1919,1919,"tatar [org]",426,505,530,633,"350_1919_1919_tatar_[org].tif"
350,73,1920,1923,"greek [l2]",424,505,530,633,"350_1920_1923_greek_[l2].tif"
350,73,1920,1923,"turkish [org]",424,505,530,633,"350_1920_1923_turkish_[org].tif"
350,73,1920,1923,"bulgarian [org]",424,505,530,633,"350_1920_1923_bulgarian_[org].tif"
350,73,1920,1923,"albanian [l2]",424,505,530,633,"350_1920_1923_albanian_[l2].tif"
350,73,1920,1923,"romani [l5]",424,505,530,633,"350_1920_1923_romani_[l5].tif"
350,73,1920,1923,"aromanian [org]",424,505,530,633,"350_1920_1923_aromanian_[org].tif"
350,73,1920,1923,"macedonian [org]",424,505,530,633,"350_1920_1923_macedonian_[org].tif"
350,73,1920,1923,"tatar [org]",424,505,530,633,"350_1920_1923_tatar_[org].tif"
350,73,1924,1926,"greek [l2]",424,505,530,633,"350_1924_1926_greek_[l2].tif"
350,73,1924,1926,"turkish [org]",424,505,530,633,"350_1924_1926_turkish_[org].tif"
350,73,1924,1926,"bulgarian [org]",424,505,530,633,"350_1924_1926_bulgarian_[org].tif"
350,73,1924,1926,"albanian [l2]",424,505,530,633,"350_1924_1926_albanian_[l2].tif"
350,73,1924,1926,"romani [l5]",424,505,530,633,"350_1924_1926_romani_[l5].tif"
350,73,1924,1926,"aromanian [org]",424,505,530,633,"350_1924_1926_aromanian_[org].tif"
350,73,1924,1926,"macedonian [org]",424,505,530,633,"350_1924_1926_macedonian_[org].tif"
350,73,1924,1926,"tatar [org]",424,505,530,633,"350_1924_1926_tatar_[org].tif"
350,73,1927,1945,"greek [l2]",424,505,530,633,"350_1927_1945_greek_[l2].tif"
350,73,1927,1945,"turkish [org]",424,505,530,633,"350_1927_1945_turkish_[org].tif"
350,73,1927,1945,"bulgarian [org]",424,505,530,633,"350_1927_1945_bulgarian_[org].tif"
350,73,1927,1945,"albanian [l2]",424,505,530,633,"350_1927_1945_albanian_[l2].tif"
350,73,1927,1945,"romani [l5]",424,505,530,633,"350_1927_1945_romani_[l5].tif"
350,73,1927,1945,"aromanian [org]",424,505,530,633,"350_1927_1945_aromanian_[org].tif"
350,73,1927,1945,"macedonian [org]",424,505,530,633,"350_1927_1945_macedonian_[org].tif"
350,73,1927,1945,"tatar [org]",424,505,530,633,"350_1927_1945_tatar_[org].tif"
350,73,1946,2020,"greek [l2]",424,505,530,633,"350_1946_2020_greek_[l2].tif"
350,73,1946,2020,"turkish [org]",424,505,530,633,"350_1946_2020_turkish_[org].tif"
350,73,1946,2020,"bulgarian [org]",424,505,530,633,"350_1946_2020_bulgarian_[org].tif"
350,73,1946,2020,"albanian [l2]",424,505,530,633,"350_1946_2020_albanian_[l2].tif"
350,73,1946,2020,"romani [l5]",424,505,530,633,"350_1946_2020_romani_[l5].tif"
350,73,1946,2020,"aromanian [org]",424,505,530,633,"350_1946_2020_aromanian_[org].tif"
350,73,1946,2020,"macedonian [org]",424,505,530,633,"350_1946_2020_macedonian_[org].tif"
350,73,1946,2020,"tatar [org]",424,505,530,633,"350_1946_2020_tatar_[org].tif"
352,74,1915,1960,"greek [l2]",496,509,682,710,"352_1915_1960_greek_[l2].tif"
352,74,1915,1960,"turkish [org]",496,509,682,710,"352_1915_1960_turkish_[org].tif"
352,75,1961,1970,"greek [l2]",496,509,682,710,"352_1961_1970_greek_[l2].tif"
352,75,1961,1970,"turkish [org]",496,509,682,710,"352_1961_1970_turkish_[org].tif"
352,75,1971,2020,"greek [l2]",496,509,682,710,"352_1971_2020_greek_[l2].tif"
352,75,1971,2020,"turkish [org]",496,509,682,710,"352_1971_2020_turkish_[org].tif"
355,76,1855,1913,"aromanian [org]",394,425,563,638,"355_1855_1913_aromanian_[org].tif"
355,76,1855,1913,"bulgarian [org]",394,425,563,638,"355_1855_1913_bulgarian_[org].tif"
355,76,1855,1913,"greek [l2]",394,425,563,638,"355_1855_1913_greek_[l2].tif"
355,76,1855,1913,"romanian [org]",394,425,563,638,"355_1855_1913_romanian_[org].tif"
355,76,1855,1913,"albanian [l2]",394,425,563,638,"355_1855_1913_albanian_[l2].tif"
355,76,1855,1913,"romani [l5]",394,425,563,638,"355_1855_1913_romani_[l5].tif"
355,76,1855,1913,"turkish [org]",394,425,563,638,"355_1855_1913_turkish_[org].tif"
355,76,1855,1913,"serbian [org]",394,425,563,638,"355_1855_1913_serbian_[org].tif"
355,76,1855,1913,"tatar [org]",394,425,563,638,"355_1855_1913_tatar_[org].tif"
355,76,1855,1913,"german [l5]",394,425,563,638,"355_1855_1913_german_[l5].tif"
355,76,1855,1913,"gagauz [org]",394,425,563,638,"355_1855_1913_gagauz_[org].tif"
355,77,1914,1914,"aromanian [org]",394,436,563,632,"355_1914_1914_aromanian_[org].tif"
355,77,1914,1914,"bulgarian [org]",394,436,563,632,"355_1914_1914_bulgarian_[org].tif"
355,77,1914,1914,"greek [l2]",394,436,563,632,"355_1914_1914_greek_[l2].tif"
355,77,1914,1914,"romanian [org]",394,436,563,632,"355_1914_1914_romanian_[org].tif"
355,77,1914,1914,"albanian [l2]",394,436,563,632,"355_1914_1914_albanian_[l2].tif"
355,77,1914,1914,"romani [l5]",394,436,563,632,"355_1914_1914_romani_[l5].tif"
355,77,1914,1914,"turkish [org]",394,436,563,632,"355_1914_1914_turkish_[org].tif"
355,77,1914,1914,"serbian [org]",394,436,563,632,"355_1914_1914_serbian_[org].tif"
355,77,1914,1914,"tatar [org]",394,436,563,632,"355_1914_1914_tatar_[org].tif"
355,77,1914,1914,"german [l5]",394,436,563,632,"355_1914_1914_german_[l5].tif"
355,77,1914,1914,"gagauz [org]",394,436,563,632,"355_1914_1914_gagauz_[org].tif"
355,77,1914,1914,"macedonian [org]",394,436,563,632,"355_1914_1914_macedonian_[org].tif"
355,77,1915,1917,"aromanian [org]",394,436,563,632,"355_1915_1917_aromanian_[org].tif"
355,77,1915,1917,"bulgarian [org]",394,436,563,632,"355_1915_1917_bulgarian_[org].tif"
355,77,1915,1917,"greek [l2]",394,436,563,632,"355_1915_1917_greek_[l2].tif"
355,77,1915,1917,"romanian [org]",394,436,563,632,"355_1915_1917_romanian_[org].tif"
355,77,1915,1917,"albanian [l2]",394,436,563,632,"355_1915_1917_albanian_[l2].tif"
355,77,1915,1917,"romani [l5]",394,436,563,632,"355_1915_1917_romani_[l5].tif"
355,77,1915,1917,"turkish [org]",394,436,563,632,"355_1915_1917_turkish_[org].tif"
355,77,1915,1917,"serbian [org]",394,436,563,632,"355_1915_1917_serbian_[org].tif"
355,77,1915,1917,"tatar [org]",394,436,563,632,"355_1915_1917_tatar_[org].tif"
355,77,1915,1917,"german [l5]",394,436,563,632,"355_1915_1917_german_[l5].tif"
355,77,1915,1917,"gagauz [org]",394,436,563,632,"355_1915_1917_gagauz_[org].tif"
355,77,1915,1917,"macedonian [org]",394,436,563,632,"355_1915_1917_macedonian_[org].tif"
355,77,1918,1918,"aromanian [org]",394,436,563,632,"355_1918_1918_aromanian_[org].tif"
355,77,1918,1918,"bulgarian [org]",394,436,563,632,"355_1918_1918_bulgarian_[org].tif"
355,77,1918,1918,"greek [l2]",394,436,563,632,"355_1918_1918_greek_[l2].tif"
355,77,1918,1918,"romanian [org]",394,436,563,632,"355_1918_1918_romanian_[org].tif"
355,77,1918,1918,"albanian [l2]",394,436,563,632,"355_1918_1918_albanian_[l2].tif"
355,77,1918,1918,"romani [l5]",394,436,563,632,"355_1918_1918_romani_[l5].tif"
355,77,1918,1918,"turkish [org]",394,436,563,632,"355_1918_1918_turkish_[org].tif"
355,77,1918,1918,"serbian [org]",394,436,563,632,"355_1918_1918_serbian_[org].tif"
355,77,1918,1918,"tatar [org]",394,436,563,632,"355_1918_1918_tatar_[org].tif"
355,77,1918,1918,"german [l5]",394,436,563,632,"355_1918_1918_german_[l5].tif"
355,77,1918,1918,"gagauz [org]",394,436,563,632,"355_1918_1918_gagauz_[org].tif"
355,77,1918,1918,"macedonian [org]",394,436,563,632,"355_1918_1918_macedonian_[org].tif"
355,78,1919,1919,"aromanian [org]",394,436,563,638,"355_1919_1919_aromanian_[org].tif"
355,78,1919,1919,"bulgarian [org]",394,436,563,638,"355_1919_1919_bulgarian_[org].tif"
355,78,1919,1919,"greek [l2]",394,436,563,638,"355_1919_1919_greek_[l2].tif"
355,78,1919,1919,"romanian [org]",394,436,563,638,"355_1919_1919_romanian_[org].tif"
355,78,1919,1919,"albanian [l2]",394,436,563,638,"355_1919_1919_albanian_[l2].tif"
355,78,1919,1919,"romani [l5]",394,436,563,638,"355_1919_1919_romani_[l5].tif"
355,78,1919,1919,"turkish [org]",394,436,563,638,"355_1919_1919_turkish_[org].tif"
355,78,1919,1919,"serbian [org]",394,436,563,638,"355_1919_1919_serbian_[org].tif"
355,78,1919,1919,"tatar [org]",394,436,563,638,"355_1919_1919_tatar_[org].tif"
355,78,1919,1919,"german [l5]",394,436,563,638,"355_1919_1919_german_[l5].tif"
355,78,1919,1919,"gagauz [org]",394,436,563,638,"355_1919_1919_gagauz_[org].tif"
355,78,1919,1919,"macedonian [org]",394,436,563,638,"355_1919_1919_macedonian_[org].tif"
355,79,1920,1932,"aromanian [org]",394,430,563,632,"355_1920_1932_aromanian_[org].tif"
355,79,1920,1932,"bulgarian [org]",394,430,563,632,"355_1920_1932_bulgarian_[org].tif"
355,79,1920,1932,"greek [l2]",394,430,563,632,"355_1920_1932_greek_[l2].tif"
355,79,1920,1932,"romanian [org]",394,430,563,632,"355_1920_1932_romanian_[org].tif"
355,79,1920,1932,"albanian [l2]",394,430,563,632,"355_1920_1932_albanian_[l2].tif"
355,79,1920,1932,"romani [l5]",394,430,563,632,"355_1920_1932_romani_[l5].tif"
355,79,1920,1932,"turkish [org]",394,430,563,632,"355_1920_1932_turkish_[org].tif"
355,79,1920,1932,"serbian [org]",394,430,563,632,"355_1920_1932_serbian_[org].tif"
355,79,1920,1932,"tatar [org]",394,430,563,632,"355_1920_1932_tatar_[org].tif"
355,79,1920,1932,"german [l5]",394,430,563,632,"355_1920_1932_german_[l5].tif"
355,79,1920,1932,"gagauz [org]",394,430,563,632,"355_1920_1932_gagauz_[org].tif"
355,79,1920,1932,"macedonian [org]",394,430,563,632,"355_1920_1932_macedonian_[org].tif"
355,79,1933,1940,"aromanian [org]",394,430,563,632,"355_1933_1940_aromanian_[org].tif"
355,79,1933,1940,"bulgarian [org]",394,430,563,632,"355_1933_1940_bulgarian_[org].tif"
355,79,1933,1940,"greek [l2]",394,430,563,632,"355_1933_1940_greek_[l2].tif"
355,79,1933,1940,"romanian [org]",394,430,563,632,"355_1933_1940_romanian_[org].tif"
355,79,1933,1940,"albanian [l2]",394,430,563,632,"355_1933_1940_albanian_[l2].tif"
355,79,1933,1940,"romani [l5]",394,430,563,632,"355_1933_1940_romani_[l5].tif"
355,79,1933,1940,"turkish [org]",394,430,563,632,"355_1933_1940_turkish_[org].tif"
355,79,1933,1940,"serbian [org]",394,430,563,632,"355_1933_1940_serbian_[org].tif"
355,79,1933,1940,"tatar [org]",394,430,563,632,"355_1933_1940_tatar_[org].tif"
355,79,1933,1940,"german [l5]",394,430,563,632,"355_1933_1940_german_[l5].tif"
355,79,1933,1940,"gagauz [org]",394,430,563,632,"355_1933_1940_gagauz_[org].tif"
355,79,1933,1940,"macedonian [org]",394,430,563,632,"355_1933_1940_macedonian_[org].tif"
355,80,1941,1950,"bulgarian [org]",394,430,563,638,"355_1941_1950_bulgarian_[org].tif"
355,80,1941,1950,"greek [l2]",394,430,563,638,"355_1941_1950_greek_[l2].tif"
355,80,1941,1950,"romanian [org]",394,430,563,638,"355_1941_1950_romanian_[org].tif"
355,80,1941,1950,"albanian [l2]",394,430,563,638,"355_1941_1950_albanian_[l2].tif"
355,80,1941,1950,"romani [l5]",394,430,563,638,"355_1941_1950_romani_[l5].tif"
355,80,1941,1950,"turkish [org]",394,430,563,638,"355_1941_1950_turkish_[org].tif"
355,80,1941,1950,"serbian [org]",394,430,563,638,"355_1941_1950_serbian_[org].tif"
355,80,1941,1950,"tatar [org]",394,430,563,638,"355_1941_1950_tatar_[org].tif"
355,80,1941,1950,"german [l5]",394,430,563,638,"355_1941_1950_german_[l5].tif"
355,80,1941,1950,"gagauz [org]",394,430,563,638,"355_1941_1950_gagauz_[org].tif"
355,80,1941,1950,"macedonian [org]",394,430,563,638,"355_1941_1950_macedonian_[org].tif"
355,80,1951,1955,"bulgarian [org]",394,430,563,638,"355_1951_1955_bulgarian_[org].tif"
355,80,1951,1955,"greek [l2]",394,430,563,638,"355_1951_1955_greek_[l2].tif"
355,80,1951,1955,"romanian [org]",394,430,563,638,"355_1951_1955_romanian_[org].tif"
355,80,1951,1955,"albanian [l2]",394,430,563,638,"355_1951_1955_albanian_[l2].tif"
355,80,1951,1955,"romani [l5]",394,430,563,638,"355_1951_1955_romani_[l5].tif"
355,80,1951,1955,"turkish [org]",394,430,563,638,"355_1951_1955_turkish_[org].tif"
355,80,1951,1955,"serbian [org]",394,430,563,638,"355_1951_1955_serbian_[org].tif"
355,80,1951,1955,"tatar [org]",394,430,563,638,"355_1951_1955_tatar_[org].tif"
355,80,1951,1955,"german [l5]",394,430,563,638,"355_1951_1955_german_[l5].tif"
355,80,1951,1955,"gagauz [org]",394,430,563,638,"355_1951_1955_gagauz_[org].tif"
355,80,1951,1955,"macedonian [org]",394,430,563,638,"355_1951_1955_macedonian_[org].tif"
355,80,1956,1989,"bulgarian [org]",394,430,563,638,"355_1956_1989_bulgarian_[org].tif"
355,80,1956,1989,"greek [l2]",394,430,563,638,"355_1956_1989_greek_[l2].tif"
355,80,1956,1989,"romanian [org]",394,430,563,638,"355_1956_1989_romanian_[org].tif"
355,80,1956,1989,"albanian [l2]",394,430,563,638,"355_1956_1989_albanian_[l2].tif"
355,80,1956,1989,"romani [l5]",394,430,563,638,"355_1956_1989_romani_[l5].tif"
355,80,1956,1989,"turkish [org]",394,430,563,638,"355_1956_1989_turkish_[org].tif"
355,80,1956,1989,"serbian [org]",394,430,563,638,"355_1956_1989_serbian_[org].tif"
355,80,1956,1989,"tatar [org]",394,430,563,638,"355_1956_1989_tatar_[org].tif"
355,80,1956,1989,"german [l5]",394,430,563,638,"355_1956_1989_german_[l5].tif"
355,80,1956,1989,"gagauz [org]",394,430,563,638,"355_1956_1989_gagauz_[org].tif"
355,80,1956,1989,"macedonian [org]",394,430,563,638,"355_1956_1989_macedonian_[org].tif"
355,80,1990,2020,"bulgarian [org]",394,430,563,638,"355_1990_2020_bulgarian_[org].tif"
355,80,1990,2020,"greek [l2]",394,430,563,638,"355_1990_2020_greek_[l2].tif"
355,80,1990,2020,"romanian [org]",394,430,563,638,"355_1990_2020_romanian_[org].tif"
355,80,1990,2020,"albanian [l2]",394,430,563,638,"355_1990_2020_albanian_[l2].tif"
355,80,1990,2020,"romani [l5]",394,430,563,638,"355_1990_2020_romani_[l5].tif"
355,80,1990,2020,"turkish [org]",394,430,563,638,"355_1990_2020_turkish_[org].tif"
355,80,1990,2020,"serbian [org]",394,430,563,638,"355_1990_2020_serbian_[org].tif"
355,80,1990,2020,"tatar [org]",394,430,563,638,"355_1990_2020_tatar_[org].tif"
355,80,1990,2020,"german [l5]",394,430,563,638,"355_1990_2020_german_[l5].tif"
355,80,1990,2020,"gagauz [org]",394,430,563,638,"355_1990_2020_gagauz_[org].tif"
355,80,1990,2020,"macedonian [org]",394,430,563,638,"355_1990_2020_macedonian_[org].tif"
359,81,1992,2020,"bulgarian [org]",343,379,614,656,"359_1992_2020_bulgarian_[org].tif"
359,81,1992,2020,"romanian [org]",343,379,614,656,"359_1992_2020_romanian_[org].tif"
359,81,1992,2020,"ukrainian [org]",343,379,614,656,"359_1992_2020_ukrainian_[org].tif"
359,81,1992,2020,"albanian [l2]",343,379,614,656,"359_1992_2020_albanian_[l2].tif"
359,81,1992,2020,"russian [org]",343,379,614,656,"359_1992_2020_russian_[org].tif"
359,81,1992,2020,"gagauz [org]",343,379,614,656,"359_1992_2020_gagauz_[org].tif"
359,81,1992,2020,"moldovan [org]",343,379,614,656,"359_1992_2020_moldovan_[org].tif"
359,81,1992,2020,"romani [l5]",343,379,614,656,"359_1992_2020_romani_[l5].tif"
359,81,1992,2020,"turkish [org]",343,379,614,656,"359_1992_2020_turkish_[org].tif"
359,81,1992,2020,"hungarian [org]",343,379,614,656,"359_1992_2020_hungarian_[org].tif"
359,81,1992,2020,"armenian [l2]",343,379,614,656,"359_1992_2020_armenian_[l2].tif"
360,82,1855,1913,"bulgarian [org]",345,401,564,651,"360_1855_1913_bulgarian_[org].tif"
360,82,1855,1913,"german [l5]",345,401,564,651,"360_1855_1913_german_[l5].tif"
360,82,1855,1913,"hungarian [org]",345,401,564,651,"360_1855_1913_hungarian_[org].tif"
360,82,1855,1913,"romanian [org]",345,401,564,651,"360_1855_1913_romanian_[org].tif"
360,82,1855,1913,"ukrainian [org]",345,401,564,651,"360_1855_1913_ukrainian_[org].tif"
360,82,1855,1913,"arabic [l5]",345,401,564,651,"360_1855_1913_arabic_[l5].tif"
360,82,1855,1913,"greek [l2]",345,401,564,651,"360_1855_1913_greek_[l2].tif"
360,82,1855,1913,"russian [org]",345,401,564,651,"360_1855_1913_russian_[org].tif"
360,82,1855,1913,"tatar [org]",345,401,564,651,"360_1855_1913_tatar_[org].tif"
360,82,1855,1913,"turkish [org]",345,401,564,651,"360_1855_1913_turkish_[org].tif"
360,82,1855,1913,"moldovan [org]",345,401,564,651,"360_1855_1913_moldovan_[org].tif"
360,82,1855,1913,"rusyn [org]",345,401,564,651,"360_1855_1913_rusyn_[org].tif"
360,82,1855,1913,"gagauz [org]",345,401,564,651,"360_1855_1913_gagauz_[org].tif"
360,82,1855,1913,"serbian [org]",345,401,564,651,"360_1855_1913_serbian_[org].tif"
360,82,1855,1913,"jewish",345,401,564,651,"360_1855_1913_jewish.tif"
360,82,1855,1913,"polish [org]",345,401,564,651,"360_1855_1913_polish_[org].tif"
360,83,1914,1916,"bulgarian [org]",345,404,564,651,"360_1914_1916_bulgarian_[org].tif"
360,83,1914,1916,"german [l5]",345,404,564,651,"360_1914_1916_german_[l5].tif"
360,83,1914,1916,"hungarian [org]",345,404,564,651,"360_1914_1916_hungarian_[org].tif"
360,83,1914,1916,"romanian [org]",345,404,564,651,"360_1914_1916_romanian_[org].tif"
360,83,1914,1916,"ukrainian [org]",345,404,564,651,"360_1914_1916_ukrainian_[org].tif"
360,83,1914,1916,"arabic [l5]",345,404,564,651,"360_1914_1916_arabic_[l5].tif"
360,83,1914,1916,"greek [l2]",345,404,564,651,"360_1914_1916_greek_[l2].tif"
360,83,1914,1916,"russian [org]",345,404,564,651,"360_1914_1916_russian_[org].tif"
360,83,1914,1916,"tatar [org]",345,404,564,651,"360_1914_1916_tatar_[org].tif"
360,83,1914,1916,"turkish [org]",345,404,564,651,"360_1914_1916_turkish_[org].tif"
360,83,1914,1916,"moldovan [org]",345,404,564,651,"360_1914_1916_moldovan_[org].tif"
360,83,1914,1916,"rusyn [org]",345,404,564,651,"360_1914_1916_rusyn_[org].tif"
360,83,1914,1916,"gagauz [org]",345,404,564,651,"360_1914_1916_gagauz_[org].tif"
360,83,1914,1916,"serbian [org]",345,404,564,651,"360_1914_1916_serbian_[org].tif"
360,83,1914,1916,"jewish",345,404,564,651,"360_1914_1916_jewish.tif"
360,83,1914,1916,"polish [org]",345,404,564,651,"360_1914_1916_polish_[org].tif"
360,84,1919,1919,"bulgarian [org]",345,401,564,651,"360_1919_1919_bulgarian_[org].tif"
360,84,1919,1919,"german [l5]",345,401,564,651,"360_1919_1919_german_[l5].tif"
360,84,1919,1919,"hungarian [org]",345,401,564,651,"360_1919_1919_hungarian_[org].tif"
360,84,1919,1919,"romanian [org]",345,401,564,651,"360_1919_1919_romanian_[org].tif"
360,84,1919,1919,"ukrainian [org]",345,401,564,651,"360_1919_1919_ukrainian_[org].tif"
360,84,1919,1919,"arabic [l5]",345,401,564,651,"360_1919_1919_arabic_[l5].tif"
360,84,1919,1919,"greek [l2]",345,401,564,651,"360_1919_1919_greek_[l2].tif"
360,84,1919,1919,"russian [org]",345,401,564,651,"360_1919_1919_russian_[org].tif"
360,84,1919,1919,"tatar [org]",345,401,564,651,"360_1919_1919_tatar_[org].tif"
360,84,1919,1919,"turkish [org]",345,401,564,651,"360_1919_1919_turkish_[org].tif"
360,84,1919,1919,"moldovan [org]",345,401,564,651,"360_1919_1919_moldovan_[org].tif"
360,84,1919,1919,"rusyn [org]",345,401,564,651,"360_1919_1919_rusyn_[org].tif"
360,84,1919,1919,"gagauz [org]",345,401,564,651,"360_1919_1919_gagauz_[org].tif"
360,84,1919,1919,"serbian [org]",345,401,564,651,"360_1919_1919_serbian_[org].tif"
360,84,1919,1919,"jewish",345,401,564,651,"360_1919_1919_jewish.tif"
360,84,1919,1919,"polish [org]",345,401,564,651,"360_1919_1919_polish_[org].tif"
360,86,1920,1920,"bulgarian [org]",340,404,564,651,"360_1920_1920_bulgarian_[org].tif"
360,86,1920,1920,"german [l5]",340,404,564,651,"360_1920_1920_german_[l5].tif"
360,86,1920,1920,"hungarian [org]",340,404,564,651,"360_1920_1920_hungarian_[org].tif"
360,86,1920,1920,"romanian [org]",340,404,564,651,"360_1920_1920_romanian_[org].tif"
360,86,1920,1920,"ukrainian [org]",340,404,564,651,"360_1920_1920_ukrainian_[org].tif"
360,86,1920,1920,"arabic [l5]",340,404,564,651,"360_1920_1920_arabic_[l5].tif"
360,86,1920,1920,"greek [l2]",340,404,564,651,"360_1920_1920_greek_[l2].tif"
360,86,1920,1920,"russian [org]",340,404,564,651,"360_1920_1920_russian_[org].tif"
360,86,1920,1920,"tatar [org]",340,404,564,651,"360_1920_1920_tatar_[org].tif"
360,86,1920,1920,"turkish [org]",340,404,564,651,"360_1920_1920_turkish_[org].tif"
360,86,1920,1920,"moldovan [org]",340,404,564,651,"360_1920_1920_moldovan_[org].tif"
360,86,1920,1920,"rusyn [org]",340,404,564,651,"360_1920_1920_rusyn_[org].tif"
360,86,1920,1920,"gagauz [org]",340,404,564,651,"360_1920_1920_gagauz_[org].tif"
360,86,1920,1920,"serbian [org]",340,404,564,651,"360_1920_1920_serbian_[org].tif"
360,86,1920,1920,"armenian [l2]",340,404,564,651,"360_1920_1920_armenian_[l2].tif"
360,86,1920,1920,"jewish",340,404,564,651,"360_1920_1920_jewish.tif"
360,86,1920,1920,"polish [org]",340,404,564,651,"360_1920_1920_polish_[org].tif"
360,86,1920,1920,"slovak [org]",340,404,564,651,"360_1920_1920_slovak_[org].tif"
360,88,1921,1940,"bulgarian [org]",340,404,538,661,"360_1921_1940_bulgarian_[org].tif"
360,88,1921,1940,"german [l5]",340,404,538,661,"360_1921_1940_german_[l5].tif"
360,88,1921,1940,"hungarian [org]",340,404,538,661,"360_1921_1940_hungarian_[org].tif"
360,88,1921,1940,"romanian [org]",340,404,538,661,"360_1921_1940_romanian_[org].tif"
360,88,1921,1940,"ukrainian [org]",340,404,538,661,"360_1921_1940_ukrainian_[org].tif"
360,88,1921,1940,"arabic [l5]",340,404,538,661,"360_1921_1940_arabic_[l5].tif"
360,88,1921,1940,"greek [l2]",340,404,538,661,"360_1921_1940_greek_[l2].tif"
360,88,1921,1940,"russian [org]",340,404,538,661,"360_1921_1940_russian_[org].tif"
360,88,1921,1940,"tatar [org]",340,404,538,661,"360_1921_1940_tatar_[org].tif"
360,88,1921,1940,"turkish [org]",340,404,538,661,"360_1921_1940_turkish_[org].tif"
